Document,Topic,Name,Representation,Aspect1,Representative_Docs,Top_n_words,Probability,Representative_document
Nothing new there. Did the senior citizens all sleep in today?,0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,0.7571846195025996,False
"heard a joke from an Indigenous friend. A carver/elder had a visitor to his carving tent. The person was gushing about Indigenous culture and wanted the carver to give him an Indian name. The carver stopped, stroked his chin and said, ""Your name is Ranjeet.""",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"it is okay, most of the injuries are not that short-term stuff you recover from, it is just degenerative neurological damage that will turn their middle and old age into a living hell for them and their families. So no big whoop.",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
Going back to the gym has been so good both physically and mentally. The Cummer Park Community Centre is doing an amazing job running everything and it is so nice to see people we have not seen since February 2020. Most people at the gym are seniors and the company is,1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,1.0,False
Today a student told me that is for the elderly. I am 33.,0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,0.669505050266429,False
In the Yukon they opted for face to face despite remote communities asking for home learning. Although not ideal protecting the community and elders is the priority. Many people traveled over Christmas and right back to class. We are now managing outbreaks and mass absenteeism,6,6_indigenousled_reconciliation_yukon_schools,"['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['To honor National Truth and Reconciliation Day, the Nisgaa Environmental Stewardship Society,  School District 92, plants 100 solar lights and listens to elders and Nisgaa governance talk about survival and thriving in the Nisgaa Nation. Truth and Reconciliation Day', 'My colleagues and I spent the last two days at St Eugenes meeting with Blackfoot Elders and learning about the impacts of residential schools. Last night we found out 182 unmarked graves had been found. A legacy of sorrow. Truth And Reconciliation', ""215 children in Kamloops; 104 children in Brandon, Manitoba; 751 Children in Cowessess, Saskatchewan. Our Elders gave evidence to the Truth and Reconciliation Commission. Canada did not believe it. Now Canada has no choice but to act. Prayers up, we need them. Sometimes it's hard to be Indigenous TRC Calls To Action 71 to 76 No Denial""]",indigenousled - reconciliation - yukon - schools - tribal - education - survivors - testimony - prayers - sunrises,0.8614742384988279,False
"Yesterday I rose in the to thank the wonderful people of BramptonWest for giving me the privilege to serve them again, and for putting their trust in me to be their strong voice in the 44th Parliament. I am also honoured to serve as Canada's Minister of Seniors .",1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,0.8516057645022721,False
"I Am not an Elder Millennial, I Am AstraZeneca Adjacent.",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"Note: Outdoors! Not in a crowded room with poor ventilation and seniors. But sure whatever. Dear Leader does nothing much different beyond use Hospitals, crowded public spaces and equally silent Members of Parliament's. Nevermind press avoiding challengeing questions.",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
"Hey we should be friends and hang out sometime, Bitter Buffy and Terrible Johnny, the Dynamic Duo. We would be like the two old men from The Muppet Show, laughing out loud.",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
Help Seniors live longer in neighborhoods. We need 2 know who all the vulnerable people are in our neighborhoods and know how 2 help them. Then develop a community plan. Vancouver Indigenous Community Response Network,1,1_edmonton_resident_calgary_meeting,"['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['edmonton', 'resident', 'calgary', 'meeting', 'airport', 'visit', 'celebrating', 'st', 'activities', 'wellness']","['Year 7 of stocking stuffers for seniors! The last 2 years have been a little different, but when we knock on the seniors doors with their gifts, the smiles and kind words make it all worth it. Thank you to everyone who sponsored a senior this Christmas! Edmonton International Airport tweet up', ""Our planning meeting today! Join us Wednesday as I host the: Mental Wellness Town Hall Bell Let Us Talk Self-Care Wed, January 26th 12:00 pm (MST) on Windspeaker Radio Network. Our panelist include: -Dr. Evan Adams -Kairyn Potts and -Elder Pam Heavyhead Indigenous Bell Let's Talk"", 'Chinatown Seniors Lodge and courtyard There are 4 facilities to service different stages from independent to assisted living. The center has been impacted by light rail transit construction and COVID-19, losing 1/3 of their residents since October 2020 (1/3) Edmonton International Airport']",edmonton - resident - calgary - meeting - airport - visit - celebrating - st - activities - wellness,1.0,False
Never use the word dope with your 70+ elders.,3,3_influencer_influence_rich_violence,"['influencer', 'influence', 'rich', 'violence', 'superiority', 'resilient', 'pastor', 'holocaust', 'sacrificing', 'opus']","['influencer', 'influence', 'rich', 'violence', 'superiority', 'resilient', 'pastor', 'holocaust', 'sacrificing', 'opus']","['So much wrong in this world our Gitxsan continue to lose our people young and elderly while we struggle to heal and maintain our cultural peace. As they poison lands we draw our medicines and food, is it any wonder now is the time the buckle down on violence', ""With every other person on social media 30 flogging their 'look at my ass or car I am an influencer now' posts, pardon my hesitation to validate their self anointed superiority. We respect elders, witness their experience or gleaned knowledge and we grow. This is not a new idea."", 'I think the issue at hand is less about books and more about power and money. Should any pastor or elder be rich? The Bible clearly wants of the dangers of money. Those with great power or influence or wealth would present a much greater conflict of interest when having a book mentioned 2/2']",influencer - influence - rich - violence - superiority - resilient - pastor - holocaust - sacrificing - opus,0.678816218048484,False
"Shameful conduct by the Conservative Senator. Senator Jane McCallum is not only a strong and just leader, but also a proud Indigenous women and Elder that I am proud to call friend. This is what racism looks like. A native Senator is challenged for raising the Eagle feather",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
"Tomorrow I have to leave my winter wonderland to go back to Virginia. In my old age, I prefer 3 degrees to 70 and humid in February.",-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
My colleagues and I spent the last two days at St Eugenes meeting with Blackfoot Elders and learning about the impacts of residential schools. Last night we found out 182 unmarked graves had been found. A legacy of sorrow. Truth And Reconciliation,6,6_indigenousled_reconciliation_yukon_schools,"['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['indigenousled', 'reconciliation', 'yukon', 'schools', 'tribal', 'education', 'survivors', 'testimony', 'prayers', 'sunrises']","['To honor National Truth and Reconciliation Day, the Nisgaa Environmental Stewardship Society,  School District 92, plants 100 solar lights and listens to elders and Nisgaa governance talk about survival and thriving in the Nisgaa Nation. Truth and Reconciliation Day', 'My colleagues and I spent the last two days at St Eugenes meeting with Blackfoot Elders and learning about the impacts of residential schools. Last night we found out 182 unmarked graves had been found. A legacy of sorrow. Truth And Reconciliation', ""215 children in Kamloops; 104 children in Brandon, Manitoba; 751 Children in Cowessess, Saskatchewan. Our Elders gave evidence to the Truth and Reconciliation Commission. Canada did not believe it. Now Canada has no choice but to act. Prayers up, we need them. Sometimes it's hard to be Indigenous TRC Calls To Action 71 to 76 No Denial""]",indigenousled - reconciliation - yukon - schools - tribal - education - survivors - testimony - prayers - sunrises,1.0,True
"You All have convinced me! (Now that our elders who chose to, are fully vaccinated and have access to boosters.) Toss out the cohorting, seems widespread its not happening anyway! My childrens school staff and students have been wonderful about it, so that was our experience.",2,2_vaccine_vaccines_vaccinated_vaccination,"['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['Am I part of the Flu Trux Klan event nope! Triple vaccinated and give vaccines to keep the elderly and immunosuppressed safe. Despise selfish con artists and grifters. needs to give the money back as it is for a political anti vaccine event. Covid Idiots', 'Can my elderly mom get her second dose please? She is caring for my elderly father with prostate cancer. But she keeps being turned away. Alberta covid Alberta vaccine', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccinated - vaccination - covid19 - covid - unvaccinated - coronavirus - immunity - immunocompromised,0.8742049779054675,False
"Today at water ceremony /nibi Elder says, We Anishinaabeg are not homeless. This is all our land. And we'll continue to be here. I look at those in the Streets as The Ultimate Survivors..it aint easy at all. Think: camping on pavement",5,5_sidewalk_sidewalks_curbs_curb,"['sidewalk', 'sidewalks', 'curbs', 'curb', 'streets', 'pedestrians', 'pedestrian', 'ramps', 'corner', 'lanes']","['sidewalk', 'sidewalks', 'curbs', 'curb', 'streets', 'pedestrians', 'pedestrian', 'ramps', 'corner', 'lanes']","['Opened Sign on Street, Lane, Sidewalk - Repair or Replace request via android at 218 Cornerstone Height Northeast . Missing sidewalk. elderly people and kids can trip on it.', 'Opened Sidewalk or Curb Repair request via iphone at 304 Cresthaven Place South West . Sidewalk has many cracks, the whole block from the corner to the next corner has big holes after the winter. there are many elder people in the area', '120% supportive this investment to catch up backlog 600 curb ramps sidewalks across City. Represents important shift towards prioritizing the pedestrian (including seniors, persons with disabilities and parents with strollers) who have often been left out. Key to walkable communities.']",sidewalk - sidewalks - curbs - curb - streets - pedestrians - pedestrian - ramps - corner - lanes,0.9333503407917121,False
"C'mon Ontarians. Make sure our elders, your parents, your grandparents, your aunts and uncles are protected. Get those third doses! My mother of 85 had hers two weeks ago.",2,2_vaccine_vaccines_vaccinated_vaccination,"['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['vaccine', 'vaccines', 'vaccinated', 'vaccination', 'covid19', 'covid', 'unvaccinated', 'coronavirus', 'immunity', 'immunocompromised']","['Am I part of the Flu Trux Klan event nope! Triple vaccinated and give vaccines to keep the elderly and immunosuppressed safe. Despise selfish con artists and grifters. needs to give the money back as it is for a political anti vaccine event. Covid Idiots', 'Can my elderly mom get her second dose please? She is caring for my elderly father with prostate cancer. But she keeps being turned away. Alberta covid Alberta vaccine', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccinated - vaccination - covid19 - covid - unvaccinated - coronavirus - immunity - immunocompromised,0.5558159476406247,False
"...and in canada the Canada Pension Plan will get worse year over year. OR we have our own Alberta pension plan and with the $7.3 billion we keep we will have choices for our seniors, including raising seniors pensions. better off on our own",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
"Hey, listen to your elder statesman Brian Mulroney raise his voice at you: In my judgment CPC_HQ need and require a policy to ensure that they are able to pass on to their children and grandchildren a pristine ENVIRONMENT! If you do not, you are not going to win.",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
Hold to your passions in your old age. Live even more loudly and brightly than in your youth. Communities need elders.,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
Thank you for stopping by. Your donation will go a long way in keeping our seniors cool.,-1,-1_transgender_bronx_christmas_lesbian,"['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['transgender', 'bronx', 'christmas', 'lesbian', 'celebrate', 'party', 'millennials', 'celebrated', 'bisexual', 'gay']","['Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CANR Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...', 'CAD Bronx lesbian, gay, bisexual, and transgender group helps aging adults celebrate Christmas: An lesbian, gay, bisexual, and transgender group in the Bronx dedicated to helping lesbian, gay, bisexual, and transgender elders, celebrated Christmas today alongside members of the community. View article...']",transgender - bronx - christmas - lesbian - celebrate - party - millennials - celebrated - bisexual - gay,0.0,False
"This is mostly a rant, but also no one should be waiting for help for 3 days with sewage in their house. But two elderly women? That Is just horrible. My plumber said they came out and talked to him while he was getting a tool, very hopeful he can help.",0,0_welfare_canadians_pension_trudeau,"['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['welfare', 'canadians', 'pension', 'trudeau', 'afford', 'alberta', 'poverty', 'conservatives', 'homeless', 'conservative']","['This pandemic has shown us how bad things were. Millions of Canadians do not have affordable housing, secure employment or enough to get by. Persons with Disability, seniors, students, Black, Indigenous, and People of Color. who can afford to rent at $1300 to $2500 a month? Think about it. A min of $15,000 per month rent.', 'Affordability theme starting how can our seniors survive the current economic situation. Part 1 w and views on this. Doubling Canada Emergency Response Benefit by the Conservatives? Debate 2021 Politics Canada 44th Canadian Federal Election Canadian Politics', 'We need government solutions - a raise in Ontario Disability Support Program rates, Ontario Autism Program, Canada Pension Plan, not to mention Ontario Works (welfare). Universal Basic Income without cuts to services. Affordable housing, supportive housing for those with needs. Government funded food access. And safe supply so I do not wonder when someone is missing...']",welfare - canadians - pension - trudeau - afford - alberta - poverty - conservatives - homeless - conservative,1.0,False
