Document,Topic,Name,Representation,Aspect1,Representative_Docs,Top_n_words,Probability,Representative_document
"November 22nd is National Housing Day. Housing matters. Especially for those in uncertain living situations like seniors, people living in crowded settings and people with disabilities. Let Us keep these conversations going.",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Yep, you can get hot flashes till the day you die of old age, for some woman!",3,3_millennials_millennial_millenials_decades,"['millennials', 'millennial', 'millenials', 'decades', 'grandkids', 'temperatures', 'temperature', 'immature', 'generationeral', 'shirtless']","['millennials', 'millennial', 'millenials', 'decades', 'grandkids', 'temperatures', 'temperature', 'immature', 'generationeral', 'shirtless']","['Hallucination does not understand average temperature nor normal record highs. He also thinks 24C is 3x 8C. He also lies about local 50 year temperatures. And supports creepy old men that like little girl harems to follow him around.', 'Hey, generation Z, stop calling kind men Simps. Its gross. Do you know how much damage your elder millennials have tried to undo from creating generations of toxic masculine culture? You Are not honoring mental health while belittling someone for valuing decency and equity.', 'I was in Kuala Lumpur when my oldest son was a toddler and he was bright red all the time from the heat. That was just high 30s with crazy humidity. We kept cold wash cloths on his head. His normally straight hair was a mass of blond curls. Cannot imagine babies or seniors in 50C!']",millennials - millennial - millenials - decades - grandkids - temperatures - temperature - immature - generationeral - shirtless,1.0,False
"Better not get sick or start dying, my fellow Albertans. Our premier does not give 2 shits about us. He could not care LESS about our kids, our elderly, et cetera. FUCK Jason Kenney Fire The United Conservative Party  is completely complacent in the PREVENTABLE deaths of 1000s of us all.",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
My grandmother is not with us today because of COVID. Thank God for seniors and vulnerable we had some precautions in place. I am sorry for your loss but at least the majority of us are sensible and got vaccinated. I am tired of coddling the minority.,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.9746849424740327,False
Are you implying that seniors in care are somehow acceptable dead. Why are you asking?,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"With each GB the network cost to produce data decreases by 10X. List prices does not mean lower price per amount of data used. Or that seniors, youth, newcomers will continue experiencing even greater inequity (difference between actual paid for GB used).",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Reports that demand for foodbank services has surged among seniors in the province. 17% of RichmondFoodBank clients are seniors, and hearing the impact of the work we do reminds us why we do it. Food security Richmond  BC",1,1_ceremony_huron_mississauga_volunteers,"['ceremony', 'huron', 'mississauga', 'volunteers', 'lakeshore', 'honour', 'spirit', 'garden', 'sunrise', 'attended']","['ceremony', 'huron', 'mississauga', 'volunteers', 'lakeshore', 'honour', 'spirit', 'garden', 'sunrise', 'attended']","['Happy to help deliver fresh bread to the seniors at the Villa Forum Long-Term Care Residence this evening, thanks to another generous donation from Tony Iantorno and his team at Mississauga Lakeshore Ontario Spirit Support Local Ontario:', 'National Indigenous Peoples Day, attended Sunrise Ceremony org by 2 celebrate vibrant culture, traditions, and way of life of First Nations, Metis, and Inuit peoples. As well met with students, and residential school survivors Elder Emma Reelis and Danny Pottle at heart garden Heart Garden.', 'Thanks to my friend Tony Lantorno and his team at delivered a generous contribution of fresh bread to the seniors at the Wawel Villa Residence and Turtle Creek Manor tonight. Mississauga Lakeshore Ontario Spirit Support local business']",ceremony - huron - mississauga - volunteers - lakeshore - honour - spirit - garden - sunrise - attended,0.8123532984132386,False
Not if their senior folk are fully vaccinated which is not currently their a choice with only one shot available to them. Then there is emerging data to suggest at least the emerging Indian variant is a major issue to seniors particularly. You are missing the point entirely.,0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
I was actually just in Bathurst to visit my parents and despite our very high numbers in Saint John my parents were concerned with 18 new cases yesterday. I expect it is because of the port of belledune - a lot of seniors there. I do not even want to tell my parents.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"One released recently..ya Benz GLA 250 gone,The other one C300 belongs to my elder daughter (1/2) just visited home from her Pickering home.",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Where does it say the seniors were at fault?,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
Just so horribly awful. If its seniors why cannot they send the AstraZeneca?,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"As a person who is concerned about racism, misogyny, environment, youth education, housing and seniors...I also am totally uneasy.",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,0.7997281519723468,False
Our seniors did not deserve to die this way act now on the report.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"Ford should be getting seniors done first, not those in their 20s and 30s. They are not the ones dying. This was a decision done by Ford. I know healty 20 something who was able to book their vaccine before me who is in my 50's. I 70's who cannot their 2nd until August",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"Let us tear up this intersection, redesign it, and put something back where at least a video can be recorded and then listened to with audio on full-blast. If we can design it for an elderly couple to cross and kids without parents clinching their hands, something to be proud of.",7,7_pedestrians_crosswalks_pedestrian_wheelchairs,"['pedestrians', 'crosswalks', 'pedestrian', 'wheelchairs', 'wheelchair', 'lanes', 'walkers', 'walkperson', 'paved', 'driving']","['pedestrians', 'crosswalks', 'pedestrian', 'wheelchairs', 'wheelchair', 'lanes', 'walkers', 'walkperson', 'paved', 'driving']","['[Video travelling along Arbutus Greenway paved bike and pedestrian path. Coming the other way are an elderly man using a walker, another elderly man using a walking stick, a woman using a walker crosses the path, and another woman using a walker comes the other way with a companion.]', 'Watched a car drive along Dupont this wintery morning hitting every single puddle and splashing/slushing at least 10 pedestrians, including two seniors, this driver was unaware of their careless driving. We need a smart street redesign on Dupont. vision zero safe city', 'walking up park lawn in Mimico when I noticed an elderly man riding his scooter on the slushy shoulder of the road next to fast and heavy traffic on this sketchy bike lane. I do not think this is acceptable given the foot traffic here wheelchair accessibility']",pedestrians - crosswalks - pedestrian - wheelchairs - wheelchair - lanes - walkers - walkperson - paved - driving,1.0,False
The Ontario Progressive Conservative party appears to be trying to trick people into donating to them. There will be people (seniors likely) who panic and provide their info to satisfy these bogus invoices. Someone needs to be fired or step down,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"you ignore my message's on here re: senior's discount missed and staff will not fix it. I phoned and on hold with recorded message saying my call is ""very important to us""... 15 minutes on hold so far. poor customer service bad customer service elder abuse seniors",-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
The Wolf and my color white was given to me about 20 years ago by and elder in a Malisset elder 20 years ago during a Sweat Lodge.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
"They shall grow not old, as we that are left grow old. Age shall not weary them, nor the years condemn. At the going down of the sun and in the morning. We will remember them. Laurence Binyon",8,8_remembrance_weary_condemn_shall,"['remembrance', 'weary', 'condemn', 'shall', 'remain', 'remembers', 'forgetful', 'regiment', 'freedoms', 'memorial']","['remembrance', 'weary', 'condemn', 'shall', 'remain', 'remembers', 'forgetful', 'regiment', 'freedoms', 'memorial']","['They shall grow not old, as we that are left grow old: Age shall not weary them, nor the years condemn. At the going down of the sun and in the morning We will remember them. Remembrance Day', '""They shall grow not old, as we that are left grow old: Age shall not weary them, nor the years condemn. At the going down of the sun and in the morning, We will remember them."" For those who leave, never to return. Canada Remembers Remembrance Day Lest We Forget Remember Them', '""They shall grow not old, as we that are left grow old; Age shall not weary them, nor the years condemn. At the going down of the sun and in the morning we will remember them."" Remembrance Day 2021 Lest We Forget']",remembrance - weary - condemn - shall - remain - remembers - forgetful - regiment - freedoms - memorial,1.0,False
"Only the high risk symptomatic cases are being tested. Those people are much more likely to be vaccinated (elderly, I will, et cetera) than others. Non-uniform sample bias",0,0_vaccine_vaccines_vaccination_vaccinated,"['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['vaccine', 'vaccines', 'vaccination', 'vaccinated', 'vaccinations', 'immunity', 'unvaccinated', 'immunocompromised', 'immune', 'patients']","['Reflections after working at todays mass vaccine clinic: 1. COVAX data entry continues to kill our speed. 2. Due to Pfizer shortages, people 30+ can only get Moderna many declined. 3. The overwhelmingly majority of booster recipients were younger adults we must reach seniors.', 'Do Seniors need attention by the chief marketing officer to help us to understand the 2 Shot Pfizer vaccine for our age-diminished immune systems? Is there a need to consider our reduced immunity, due to our age, when deciding how soon we need the 2nd shot for Full Immunity? 28 days or 4 moths?', 'Ghanaian Canadian Association of Ontario popup vaccine clinic is offering second pfizer doses for seniors ages 70 and older and any frontline health worker. And 1st dose to anyone 12 years and above. To register please click the link below: covid 19 Pfizer Vaccine 1st dose covid19 vaccine']",vaccine - vaccines - vaccination - vaccinated - vaccinations - immunity - unvaccinated - immunocompromised - immune - patients,1.0,False
"Curious about staggering double standards applied to protestors? Just ask how they treat dissidents. Elders are afraid to go into town. Vicious rumours are spread. Elaborate plays are made to 'shame' those speaking out. Still they march from afar, (willfully) unaware. 1 British Columbia politics",2,2_trudeau_calgary_election_canadas,"['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['trudeau', 'calgary', 'election', 'canadas', 'voters', 'voting', 'vote', 'minister', 'conservatives', 'democratic']","['Nothing to see here. Numbers do not tell you a thing. Read everything! Alberta New Democratic Party rated disability, seniors, poverty and homelessness at the bottom of their priorities. Thankfully there will be more parties independents on the ballot. Election 2023 Alberta Legislative Edmonton International Airport Calgary International Airport Alberta Politics', '2021 Angus Reid Poll showed Alberta New Democratic Party rated poverty, disability, seniors and homelessness at their bottom of their priorities. AND they endorse segregation abuse of disabled students in education! who the hell votes for this junk? Not anyone with inclusive values. Gross Alberta Legislative Edmonton International Airport Calgary International Airport', 'I am a red dot in a sea of blue living in West Kelowna. What I hear: Justin Trudeau does not do anything for seniors Justin Trudeau does zip for the west Canada Emergency Response Benefit Employment benefits are for lazy people Justin Trudeau cares more about immigrants than ""real Canadians"" Justin Trudeau is to good looking and men cannot deal with that 44th Canadian Federal Election']",trudeau - calgary - election - canadas - voters - voting - vote - minister - conservatives - democratic,0.7914662746511066,False
Looks the Fellowship Seniors Home.,-1,-1_avenue_emergency_alarm_rescue435,"['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['avenue', 'emergency', 'alarm', 'rescue435', 'transgender', 'crisis', 'queer', 'homeless', 'lesbian', 'officers']","['Alarm (single Source) [North York] Brighton Avenue b/w Goddard Street / Elder Street Dispatched: 03/10/21 12:32 EDT [Stn: 143] Pumper-143 Rescue-112 General Area:', 'Support lesbian, gay, bisexual, transgender, intersex, queer or questioning nondiscrimination protections: There are many states across the country without explicit laws protecting LGBT elders from discrimination. Many residents have lived in these states before. View article...', 'The last  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual Sub-Working Group meeting, but not the last task at hand. We continue with the healing process. We move forward with an amazing group of knowledge-holders, Elders, and Two-Spirits towards the next generations.  Two-Spirit, Lesbian, Gay, Bisexual, Transgender, Queer and/or Questioning, Intersex, Asexual']",avenue - emergency - alarm - rescue435 - transgender - crisis - queer - homeless - lesbian - officers,0.0,False
